data;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
03/01/2006;null;null;null;null;null;null;null;null;null;null
04/01/2006;null;null;null;null;null;null;null;null;null;null
05/01/2006;null;null;null;null;null;null;null;null;null;null
06/01/2006;null;null;null;null;null;null;null;null;null;null
07/01/2006;null;null;null;null;null;null;null;null;null;null
08/01/2006;null;null;null;null;null;null;null;null;null;null
09/01/2006;null;null;null;null;null;null;null;null;null;null
10/01/2006;null;null;null;null;null;null;null;null;null;null
11/01/2006;null;null;null;null;null;null;null;null;null;null
12/01/2006;null;null;null;null;null;null;null;null;null;null
13/01/2006;null;null;null;null;null;null;null;null;null;null
14/01/2006;null;null;null;null;null;null;null;null;null;null
15/01/2006;null;null;null;null;null;null;null;null;null;null
16/01/2006;null;null;null;null;null;null;null;null;null;null
17/01/2006;null;null;null;null;null;null;null;null;null;null
18/01/2006;null;null;null;null;null;null;null;null;null;null
19/01/2006;null;null;null;null;null;null;null;null;null;null
20/01/2006;null;null;null;null;null;null;null;null;null;null
21/01/2006;null;null;null;null;null;null;null;null;null;null
22/01/2006;null;null;null;null;null;null;null;null;null;null
23/01/2006;null;null;null;null;null;null;null;null;null;null
24/01/2006;null;null;null;null;null;null;null;null;null;null
25/01/2006;null;null;null;null;null;null;null;null;null;null
26/01/2006;null;null;null;null;null;null;null;null;null;null
27/01/2006;null;null;null;null;null;null;null;null;null;null
28/01/2006;null;null;null;null;null;null;null;null;null;null
29/01/2006;null;null;null;null;null;null;null;null;null;null
30/01/2006;null;null;null;null;null;null;null;null;null;null
31/01/2006;null;null;null;null;null;null;null;null;null;null
01/02/2006;null;null;null;null;null;null;null;null;null;null
02/02/2006;null;null;null;null;null;null;null;null;null;null
03/02/2006;null;null;null;null;null;null;null;null;null;null
04/02/2006;null;null;null;null;null;null;null;null;null;null
05/02/2006;null;null;null;null;null;null;null;null;null;null
06/02/2006;null;null;null;null;null;null;null;null;null;null
07/02/2006;null;null;null;null;null;null;null;null;null;null
08/02/2006;null;null;null;null;null;null;null;null;null;null
09/02/2006;null;null;null;null;null;null;null;null;null;null
10/02/2006;null;null;null;null;null;null;null;null;null;null
11/02/2006;null;null;null;null;null;null;null;null;null;null
12/02/2006;null;null;null;null;null;null;null;null;null;null
13/02/2006;null;null;null;null;null;null;null;null;null;null
14/02/2006;null;null;null;null;null;null;null;null;null;null
15/02/2006;null;null;null;null;null;null;null;null;null;null
16/02/2006;null;null;null;null;null;null;null;null;null;null
17/02/2006;null;null;null;null;null;null;null;null;null;null
18/02/2006;null;null;null;null;null;null;null;null;null;null
19/02/2006;null;null;null;null;null;null;null;null;null;null
20/02/2006;null;null;null;null;null;null;null;null;null;null
21/02/2006;null;null;null;null;null;null;null;null;null;null
22/02/2006;null;null;null;null;null;null;null;null;null;null
23/02/2006;null;null;null;null;null;null;null;null;null;null
24/02/2006;null;null;null;null;null;null;null;null;null;null
25/02/2006;null;null;null;null;null;null;null;null;null;null
26/02/2006;null;null;null;null;null;null;null;null;null;null
27/02/2006;null;null;null;null;null;null;null;null;null;null
28/02/2006;null;null;null;null;null;null;null;null;null;null
01/03/2006;null;null;null;null;null;null;null;null;null;null
02/03/2006;null;null;null;null;null;null;null;null;null;null
03/03/2006;null;null;null;null;null;null;null;null;null;null
04/03/2006;null;null;null;null;null;null;null;null;null;null
05/03/2006;null;null;null;null;null;null;null;null;null;null
06/03/2006;null;null;null;null;null;null;null;null;null;null
07/03/2006;null;null;null;null;null;null;null;null;null;null
08/03/2006;null;null;null;null;null;null;null;null;null;null
09/03/2006;null;null;null;null;null;null;null;null;null;null
10/03/2006;null;null;null;null;null;null;null;null;null;null
11/03/2006;null;null;null;null;null;null;null;null;null;null
12/03/2006;null;null;null;null;null;null;null;null;null;null
13/03/2006;null;null;null;null;null;null;null;null;null;null
14/03/2006;null;null;null;null;null;null;null;null;null;null
15/03/2006;null;null;null;null;null;null;null;null;null;null
16/03/2006;null;null;null;null;null;null;null;null;null;null
17/03/2006;null;null;null;null;null;null;null;null;null;null
18/03/2006;null;null;null;null;null;null;null;null;null;null
19/03/2006;null;null;null;null;null;null;null;null;null;null
20/03/2006;null;null;null;null;null;null;null;null;null;null
21/03/2006;null;null;null;null;null;null;null;null;null;null
22/03/2006;null;null;null;null;null;null;null;null;null;null
23/03/2006;null;null;null;null;null;null;null;null;null;null
24/03/2006;null;null;null;null;null;null;null;null;null;null
25/03/2006;null;null;null;null;null;null;null;null;null;null
26/03/2006;null;null;null;null;null;null;null;null;null;null
27/03/2006;null;null;null;null;null;null;null;null;null;null
28/03/2006;null;null;null;null;null;null;null;null;null;null
29/03/2006;null;null;null;null;null;null;null;null;null;null
30/03/2006;null;null;null;null;null;null;null;null;null;null
31/03/2006;null;null;null;null;null;null;null;null;null;null
01/04/2006;null;null;null;null;null;null;null;null;null;null
02/04/2006;null;null;null;null;null;null;null;null;null;null
03/04/2006;null;null;null;null;null;null;null;null;null;null
04/04/2006;null;null;null;null;null;null;null;null;null;null
05/04/2006;null;null;null;null;null;null;null;null;null;null
06/04/2006;null;null;null;null;null;null;null;null;null;null
07/04/2006;null;null;null;null;null;null;null;null;null;null
08/04/2006;null;null;null;null;null;null;null;null;null;null
09/04/2006;null;null;null;null;null;null;null;null;null;null
10/04/2006;null;null;null;null;null;null;null;null;null;null
11/04/2006;null;null;null;null;null;null;null;null;null;null
12/04/2006;null;null;null;null;null;null;null;null;null;null
13/04/2006;null;null;null;null;null;null;null;null;null;null
14/04/2006;null;null;null;null;null;null;null;null;null;null
15/04/2006;null;null;null;null;null;null;null;null;null;null
16/04/2006;null;null;null;null;null;null;null;null;null;null
17/04/2006;null;null;null;null;null;null;null;null;null;null
18/04/2006;null;null;null;null;null;null;null;null;null;null
19/04/2006;null;null;null;null;null;null;null;null;null;null
20/04/2006;null;null;null;null;null;null;null;null;null;null
21/04/2006;null;null;null;null;null;null;null;null;null;null
22/04/2006;null;null;null;null;null;null;null;null;null;null
23/04/2006;null;null;null;null;null;null;null;null;null;null
24/04/2006;null;null;null;null;null;null;null;null;null;null
25/04/2006;null;null;null;null;null;null;null;null;null;null
26/04/2006;null;null;null;null;null;null;null;null;null;null
27/04/2006;null;null;null;null;null;null;null;null;null;null
28/04/2006;null;null;null;null;null;null;null;null;null;null
29/04/2006;null;null;null;null;null;null;null;null;null;null
30/04/2006;null;null;null;null;null;null;null;null;null;null
01/05/2006;null;null;null;null;null;null;null;null;null;null
02/05/2006;null;null;null;null;null;null;null;null;null;null
03/05/2006;null;null;null;null;null;null;null;null;null;null
04/05/2006;null;null;null;null;null;null;null;null;null;null
05/05/2006;null;null;null;null;null;null;null;null;null;null
06/05/2006;null;null;null;null;null;null;null;null;null;null
07/05/2006;null;null;null;null;null;null;null;null;null;null
08/05/2006;null;null;null;null;null;null;null;null;null;null
09/05/2006;null;null;null;null;null;null;null;null;null;null
10/05/2006;null;null;null;null;null;null;null;null;null;null
11/05/2006;null;null;null;null;null;null;null;null;null;null
12/05/2006;null;null;null;null;null;null;null;null;null;null
13/05/2006;null;null;null;null;null;null;null;null;null;null
14/05/2006;null;null;null;null;null;null;null;null;null;null
15/05/2006;null;null;null;null;null;null;null;null;null;null
16/05/2006;null;null;null;null;null;null;null;null;null;null
17/05/2006;null;null;null;null;null;null;null;null;null;null
18/05/2006;null;null;null;null;null;null;null;null;null;null
19/05/2006;null;null;null;null;null;null;null;null;null;null
20/05/2006;null;null;null;null;null;null;null;null;null;null
21/05/2006;null;null;null;null;null;null;null;null;null;null
22/05/2006;null;null;null;null;null;null;null;null;null;null
23/05/2006;null;null;null;null;null;null;null;null;null;null
24/05/2006;null;null;null;null;null;null;null;null;null;null
25/05/2006;null;null;null;null;null;null;null;null;null;null
26/05/2006;null;null;null;null;null;null;null;null;null;null
27/05/2006;null;null;null;null;null;null;null;null;null;null
28/05/2006;null;null;null;null;null;null;null;null;null;null
29/05/2006;null;null;null;null;null;null;null;null;null;null
30/05/2006;null;null;null;null;null;null;null;null;null;null
31/05/2006;null;null;null;null;null;null;null;null;null;null
01/06/2006;null;null;null;null;null;null;null;null;null;null
02/06/2006;null;null;null;null;null;null;null;null;null;null
03/06/2006;null;null;null;null;null;null;null;null;null;null
04/06/2006;null;null;null;null;null;null;null;null;null;null
05/06/2006;null;null;null;null;null;null;null;null;null;null
06/06/2006;null;null;null;null;null;null;null;null;null;null
07/06/2006;null;null;null;null;null;null;null;null;null;null
08/06/2006;null;null;null;null;null;null;null;null;null;null
09/06/2006;null;null;null;null;null;null;null;null;null;null
10/06/2006;null;null;null;null;null;null;null;null;null;null
11/06/2006;null;null;null;null;null;null;null;null;null;null
12/06/2006;null;null;null;null;null;null;null;null;null;null
13/06/2006;null;null;null;null;null;null;null;null;null;null
14/06/2006;null;null;null;null;null;null;null;null;null;null
15/06/2006;null;null;null;null;null;null;null;null;null;null
16/06/2006;null;null;null;null;null;null;null;null;null;null
17/06/2006;null;null;null;null;null;null;null;null;null;null
18/06/2006;null;null;null;null;null;null;null;null;null;null
19/06/2006;null;null;null;null;null;null;null;null;null;null
20/06/2006;null;null;null;null;null;null;null;null;null;null
21/06/2006;null;null;null;null;null;null;null;null;null;null
22/06/2006;null;null;null;null;null;null;null;null;null;null
23/06/2006;null;null;null;null;null;null;null;null;null;null
24/06/2006;null;null;null;null;null;null;null;null;null;null
25/06/2006;null;null;null;null;null;null;null;null;null;null
26/06/2006;null;null;null;null;null;null;null;null;null;null
27/06/2006;null;null;null;null;null;null;null;null;null;null
28/06/2006;null;null;null;null;null;null;null;null;null;null
29/06/2006;null;null;null;null;null;null;null;null;null;null
30/06/2006;null;null;null;null;null;null;null;null;null;null
01/07/2006;null;null;null;null;null;null;null;null;null;null
02/07/2006;null;null;null;null;null;null;null;null;null;null
03/07/2006;null;null;null;null;null;null;null;null;null;null
04/07/2006;null;null;null;null;null;null;null;null;null;null
05/07/2006;null;null;null;null;null;null;null;null;null;null
06/07/2006;null;null;null;null;null;null;null;null;null;null
07/07/2006;null;null;null;null;null;null;null;null;null;null
08/07/2006;null;null;null;null;null;null;null;null;null;null
09/07/2006;null;null;null;null;null;null;null;null;null;null
10/07/2006;null;null;null;null;null;null;null;null;null;null
11/07/2006;null;null;null;null;null;null;null;null;null;null
12/07/2006;null;null;null;null;null;null;null;null;null;null
13/07/2006;null;null;null;null;null;null;null;null;null;null
14/07/2006;null;null;null;null;null;null;null;null;null;null
15/07/2006;null;null;null;null;null;null;null;null;null;null
16/07/2006;null;null;null;null;null;null;null;null;null;null
17/07/2006;null;null;null;null;null;null;null;null;null;null
18/07/2006;null;null;null;null;null;null;null;null;null;null
19/07/2006;null;null;null;null;null;null;null;null;null;null
20/07/2006;null;null;null;null;null;null;null;null;null;null
21/07/2006;null;null;null;null;null;null;null;null;null;null
22/07/2006;null;null;null;null;null;null;null;null;null;null
23/07/2006;null;null;null;null;null;null;null;null;null;null
24/07/2006;null;null;null;null;null;null;null;null;null;null
25/07/2006;null;null;null;null;null;null;null;null;null;null
26/07/2006;null;null;null;null;null;null;null;null;null;null
27/07/2006;null;null;null;null;null;null;null;null;null;null
28/07/2006;null;null;null;null;null;null;null;null;null;null
29/07/2006;null;null;null;null;null;null;null;null;null;null
30/07/2006;null;null;null;null;null;null;null;null;null;null
31/07/2006;null;null;null;null;null;null;null;null;null;null
01/08/2006;null;null;null;null;null;null;null;null;null;null
02/08/2006;null;null;null;null;null;null;null;null;null;null
03/08/2006;null;null;null;null;null;null;null;null;null;null
04/08/2006;null;null;null;null;null;null;null;null;null;null
05/08/2006;null;null;null;null;null;null;null;null;null;null
06/08/2006;null;null;null;null;null;null;null;null;null;null
07/08/2006;null;null;null;null;null;null;null;null;null;null
08/08/2006;null;null;null;null;null;null;null;null;null;null
09/08/2006;null;null;null;null;null;null;null;null;null;null
10/08/2006;null;null;null;null;null;null;null;null;null;null
11/08/2006;null;null;null;null;null;null;null;null;null;null
12/08/2006;null;null;null;null;null;null;null;null;null;null
13/08/2006;null;null;null;null;null;null;null;null;null;null
14/08/2006;null;null;null;null;null;null;null;null;null;null
15/08/2006;null;null;null;null;null;null;null;null;null;null
16/08/2006;null;null;null;null;null;null;null;null;null;null
17/08/2006;null;null;null;null;null;null;null;null;null;null
18/08/2006;null;null;null;null;null;null;null;null;null;null
19/08/2006;null;null;null;null;null;null;null;null;null;null
20/08/2006;null;null;null;null;null;null;null;null;null;null
21/08/2006;null;null;null;null;null;null;null;null;null;null
22/08/2006;null;null;null;null;null;null;null;null;null;null
23/08/2006;null;null;null;null;null;null;null;null;null;null
24/08/2006;null;null;null;null;null;null;null;null;null;null
25/08/2006;null;null;null;null;null;null;null;null;null;null
26/08/2006;null;null;null;null;null;null;null;null;null;null
27/08/2006;null;null;null;null;null;null;null;null;null;null
28/08/2006;null;null;null;null;null;null;null;null;null;null
29/08/2006;null;null;null;null;null;null;null;null;null;null
30/08/2006;null;null;null;null;null;null;null;null;null;null
31/08/2006;null;null;null;null;null;null;null;null;null;null
01/09/2006;null;null;null;null;null;null;null;null;null;null
02/09/2006;null;null;null;null;null;null;null;null;null;null
03/09/2006;null;null;null;null;null;null;null;null;null;null
04/09/2006;null;null;null;null;null;null;null;null;null;null
05/09/2006;null;null;null;null;null;null;null;null;null;null
06/09/2006;null;null;null;null;null;null;null;null;null;null
07/09/2006;null;null;null;null;null;null;null;null;null;null
08/09/2006;null;null;null;null;null;null;null;null;null;null
09/09/2006;null;954,2;17,8;21,5;20,066667;null;87;84;6,4;1,9
10/09/2006;4;955,1375;17,870833;25,1;20,791667;18,6;83,75;66;6;1,2375
11/09/2006;0,4;953,266667;16,4125;32,9;24,945833;19,2;63,666667;31;6,3;1,3125
12/09/2006;0;952,541667;13,608333;34,4;26,7;20;50,791667;18;8,4;1,295833
13/09/2006;0;951,3875;12,9125;35,2;26,875;18,5;46,333333;21;7;1,258333
14/09/2006;0;950,770833;15,979167;33,6;27,383333;20,9;51,833333;31;7,9;1,583333
15/09/2006;0;951,591667;16,770833;35,1;27,608333;19,9;55,041667;28;12,9;1,3
16/09/2006;1;951,15;18,2125;31,1;26;21;63,083333;45;9,4;1,508333
17/09/2006;0;951,525;17,733333;34;26,370833;21,1;61,625;32;6,5;1,5375
18/09/2006;0;952,3;17,4625;35,7;27,7375;21,4;56,958333;27;7,1;1,354167
19/09/2006;2,2;950,825;18,379167;34,6;27,716667;22,3;60,208333;32;7,9;1,816667
20/09/2006;0;950,733333;18,208333;35,4;27,508333;23;60,25;28;12;2,975
21/09/2006;0;952,2625;17,570833;27,3;23,979167;20,1;67,625;55;10,1;1,9375
22/09/2006;0,2;951,608333;18,416667;32;24,625;21;70,208333;39;11,1;1,441667
23/09/2006;14;951,904167;19,0125;31,6;24,5625;21,5;71,958333;41;8,8;1,125
24/09/2006;1;953,1;18,7;28,8;23,795833;21;73,958333;52;9,5;1,925
25/09/2006;0;954,279167;18,479167;31,3;24,145833;20,4;73,166667;42;6,3;1,2875
26/09/2006;0,6;952,85;18,5;34,8;26,133333;21;66,083333;31;7;1,3125
27/09/2006;0;953,045833;19,4375;26,1;23,479167;22;78,041667;66;8,1;1,483333
28/09/2006;0;953,140909;18,572727;31,2;24,404545;19,8;72,318182;38;6,9;1,372727
29/09/2006;3;952,2625;19,320833;32,2;25,116667;21,3;72,083333;43;9,5;1,704167
30/09/2006;16,2;951,720833;19,466667;32,3;25,1125;21,3;72,958333;44;7,8;1,5375
01/10/2006;4,6;951,7875;19,7875;31,4;24,4875;21;76,5;47;6,4;1,266667
02/10/2006;0,2;951,617391;19,165217;30,7;24,321739;21;74,652174;45;4,6;1,178261
03/10/2006;0;949,604167;19,545833;32;25,4125;21,3;71,958333;38;8,5;1,6875
04/10/2006;0,6;948,958333;19,7875;31,3;24,891667;21,8;74,791667;45;15;1,6375
05/10/2006;5,8;950,3125;19,716667;32,6;24,645833;21,3;76,083333;38;7,8;1,133333
06/10/2006;10,2;952,125;19,441667;28,9;23,554167;20,4;78,666667;54;11;1,704167
07/10/2006;0;952,1;20,408333;27,9;23,875;20,9;81,375;63;5,6;0,729167
08/10/2006;1,6;952,133333;19,3;32,4;25,375;20,2;71,583333;40;9,6;1,7125
09/10/2006;0;950,9375;19,570833;32,9;25,758333;22,2;70,791667;40;8;1,241667
10/10/2006;0;951,504167;20,054167;32,2;24,420833;21,3;78,416667;49;8,8;1,483333
11/10/2006;57;952,116667;19,816667;26,6;23,154167;20,8;81,875;65;7,2;1,866667
12/10/2006;0;950,108333;19,341667;31,7;25,525;20,9;71,5;39;9,2;1,5625
13/10/2006;0;949,279167;20,170833;27,7;24,2875;22,2;78,291667;59;7;1,3625
14/10/2006;9,4;948,945833;19,65;29,5;23,520833;19,8;80,083333;54;8,2;2,020833
15/10/2006;0,6;949,525;20,6;31,2;24,704167;21,5;79,541667;49;13,5;2,15
16/10/2006;23,4;950,443478;20,413043;29,2;23,926087;20,3;81,434783;57;5,3;1,047826
17/10/2006;3,6;950,0875;20,266667;28,6;22,391667;21,3;88,041667;61;6,8;0,695833
18/10/2006;21,8;949,133333;20,75;28,1;23,245833;20,6;86,166667;67;10;1
