data;preco_br;preco_us
07/05/2012;61,04;31,77
08/05/2012;60,86;31,42
09/05/2012;60,78;30,98
10/05/2012;61,2;31,43
11/05/2012;60,87;31,19
14/05/2012;59,95;30,17
15/05/2012;60,73;30,36
16/05/2012;60,82;30,4
17/05/2012;61,65;30,84
18/05/2012;61,76;30,57
21/05/2012;62,14;30,43
22/05/2012;62,21;29,89
23/05/2012;61,47;30,09
24/05/2012;61,39;30,15
25/05/2012;61,07;30,56
28/05/2012;61,01;30,78
29/05/2012;60,54;30,47
30/05/2012;60,45;29,97
31/05/2012;60,85;30,17
01/06/2012;60,8;29,72
04/06/2012;61,09;29,78
05/06/2012;61,16;30,28
06/06/2012;61,73;30,42
08/06/2012;63,17;31,19
11/06/2012;63,59;31,02
12/06/2012;64,67;31,35
13/06/2012;64,27;31,02
14/06/2012;64,63;31,42
15/06/2012;63,96;31,34
18/06/2012;64,55;31,35
19/06/2012;65,57;32,3
20/06/2012;65,93;32,4
21/06/2012;66,39;32,34
22/06/2012;66,94;32,41
25/06/2012;67,91;32,87
26/06/2012;68,95;33,24
27/06/2012;69,54;33,39
28/06/2012;70,02;33,62
29/06/2012;69,46;34,56
02/07/2012;69,26;34,82
03/07/2012;69,42;34,45
04/07/2012;69,57;34,51
05/07/2012;70,49;34,77
06/07/2012;71,47;35,19
09/07/2012;71,82;35,36
10/07/2012;74,34;36,44
11/07/2012;74,87;36,77
12/07/2012;75,01;36,81
13/07/2012;75,47;37,05
16/07/2012;76,75;37,7
17/07/2012;78,08;38,52
18/07/2012;78,72;38,89
19/07/2012;79,86;39,61
20/07/2012;80,49;39,75
23/07/2012;80,56;39,51
24/07/2012;79,13;38,68
25/07/2012;79,91;39,25
26/07/2012;80,29;39,69
27/07/2012;80,56;39,8
30/07/2012;81,16;39,79
31/07/2012;81,78;39,95
01/08/2012;81,59;39,93
02/08/2012;81,21;39,62
03/08/2012;81,03;39,96
06/08/2012;80,46;39,67
07/08/2012;80,14;39,52
08/08/2012;79,86;39,49
09/08/2012;81,02;40,17
10/08/2012;81,69;40,52
13/08/2012;81,07;40,1
14/08/2012;80,84;39,88
15/08/2012;80,9;40,01
16/08/2012;80,75;40
17/08/2012;81,05;40,22
20/08/2012;81,32;40,3
21/08/2012;81,88;40,6
22/08/2012;82,3;40,74
23/08/2012;82,75;40,88
24/08/2012;83,32;41,17
27/08/2012;83,86;41,27
28/08/2012;83,89;41,06
29/08/2012;84,9;41,44
30/08/2012;85,02;41,55
31/08/2012;85,32;42,03
03/09/2012;85,11;41,89
04/09/2012;85,93;42,1
05/09/2012;86,14;42,25
06/09/2012;85,96;42,34
10/09/2012;85,74;42,34
11/09/2012;84,98;42,09
12/09/2012;85,31;42,07
13/09/2012;85,06;42,09
14/09/2012;84,77;42,11
17/09/2012;84,48;41,64
18/09/2012;83,4;41,25
19/09/2012;83,12;41,07
20/09/2012;83,33;41,19
21/09/2012;82,44;40,73
24/09/2012;79,82;39,4
25/09/2012;77,99;38,44
26/09/2012;77,45;38,06
27/09/2012;77,48;38,15
28/09/2012;76,88;37,89
01/10/2012;75,96;37,48
02/10/2012;74,7;36,85
03/10/2012;73,68;36,44
04/10/2012;73,43;36,37
05/10/2012;73,9;36,4
08/10/2012;73,49;36,22
09/10/2012;73,69;36,19
10/10/2012;73,98;36,27
11/10/2012;74,02;36,3
15/10/2012;73,23;36
16/10/2012;73,2;35,95
17/10/2012;73,37;36,12
18/10/2012;73,88;36,43
19/10/2012;74,23;36,6
22/10/2012;74,46;36,79
23/10/2012;74,26;36,63
24/10/2012;75,13;37,06
25/10/2012;75,77;37,4
26/10/2012;76,11;37,55
29/10/2012;75,62;37,2
30/10/2012;75,43;37,14
31/10/2012;75,46;37,17
01/11/2012;75,91;37,36
05/11/2012;75,71;37,21
06/11/2012;75,68;37,21
07/11/2012;75,72;37,21
08/11/2012;75,61;37,03
09/11/2012;75,74;36,98
12/11/2012;74,48;36,3
13/11/2012;73,86;35,61
14/11/2012;73,85;35,73
16/11/2012;73,82;35,49
19/11/2012;74,08;35,63
20/11/2012;74;35,49
21/11/2012;73,99;35,33
22/11/2012;74,07;35,32
23/11/2012;74,24;35,64
26/11/2012;73,96;35,52
27/11/2012;74,27;35,69
28/11/2012;74,22;35,55
29/11/2012;74,47;35,5
30/11/2012;74,22;34,9
03/12/2012;74,34;35,08
04/12/2012;74,08;34,99
05/12/2012;74,29;35,39
06/12/2012;74,42;35,79
07/12/2012;74,17;35,54
10/12/2012;73,74;35,49
11/12/2012;73,62;35,39
12/12/2012;73,7;35,54
13/12/2012;73,76;35,43
14/12/2012;73,94;35,41
17/12/2012;73,7;35,16
18/12/2012;73,31;35,09
19/12/2012;72,93;35,22
20/12/2012;71,92;34,88
21/12/2012;71,94;34,7
26/12/2012;72,22;35,14
27/12/2012;71,43;34,95
28/12/2012;71,01;34,72
02/01/2013;70,39;34,42
03/01/2013;68,85;33,82
04/01/2013;67,53;33,13
07/01/2013;67,83;33,4
08/01/2013;65,94;32,32
09/01/2013;65,63;32,2
10/01/2013;65,61;32,32
11/01/2013;64,87;31,86
14/01/2013;64,71;31,85
15/01/2013;64,98;31,91
16/01/2013;64,77;31,69
17/01/2013;64,82;31,73
18/01/2013;65,15;31,86
21/01/2013;65,12;31,89
22/01/2013;65,07;31,84
23/01/2013;62,63;30,73
24/01/2013;61,78;30,42
25/01/2013;61,95;30,52
28/01/2013;61,53;30,73
29/01/2013;60,92;30,67
30/01/2013;60,96;30,63
31/01/2013;60,57;30,48
01/02/2013;60,75;30,58
04/02/2013;60,72;30,47
05/02/2013;61,18;30,81
06/02/2013;61,1;30,72
07/02/2013;61,09;30,98
08/02/2013;60,92;30,89
13/02/2013;58,97;29,99
14/02/2013;58,91;30,07
15/02/2013;58,63;29,81
18/02/2013;58,77;29,94
19/02/2013;59,29;30,33
20/02/2013;60,2;30,65
21/02/2013;60,44;30,6
22/02/2013;61,08;30,97
25/02/2013;59,35;30,02
26/02/2013;58,96;29,72
27/02/2013;59,17;29,99
28/02/2013;59,24;29,98
01/03/2013;58,71;29,62
04/03/2013;58,51;29,58
05/03/2013;59,07;30,05
06/03/2013;59,02;29,97
07/03/2013;59,01;30,09
08/03/2013;58,74;30,13
11/03/2013;58,73;30
12/03/2013;58,51;29,82
13/03/2013;57,94;29,38
14/03/2013;57,5;29,08
15/03/2013;57,16;28,82
18/03/2013;56,39;28,35
19/03/2013;55,99;28,18
20/03/2013;56,07;28,15
21/03/2013;57;28,4
22/03/2013;57,4;28,5
25/03/2013;57,54;28,58
26/03/2013;57,62;28,57
27/03/2013;58,06;28,91
28/03/2013;57,54;28,46
01/04/2013;56,58;28,01
02/04/2013;55,94;27,67
03/04/2013;55,49;27,41
04/04/2013;55,17;27,38
05/04/2013;55;27,67
08/04/2013;54,93;27,6
09/04/2013;55,01;27,71
10/04/2013;55,02;27,81
11/04/2013;54,98;27,81
12/04/2013;55,47;28,16
15/04/2013;55,39;27,77
16/04/2013;55,68;27,92
17/04/2013;55,76;27,88
18/04/2013;56,89;28,19
19/04/2013;56,84;28,28
22/04/2013;56,24;27,84
23/04/2013;56,26;27,81
24/04/2013;55,83;27,68
25/04/2013;55,58;27,68
26/04/2013;55,84;27,93
29/04/2013;56,27;28,05
30/04/2013;56,52;28,23
02/05/2013;55,98;27,83
03/05/2013;56,23;27,95
06/05/2013;55,88;27,73
07/05/2013;55,97;27,9
08/05/2013;56,24;28,05
09/05/2013;56,45;28,04
10/05/2013;56,88;28,06
13/05/2013;57,03;28,37
14/05/2013;57,21;28,38
15/05/2013;57,41;28,34
16/05/2013;57,94;28,54
17/05/2013;58,83;28,87
20/05/2013;59,33;29,1
21/05/2013;59,69;29,29
22/05/2013;60,92;29,7
23/05/2013;61,95;30,28
24/05/2013;61,12;29,81
27/05/2013;60,94;29,64
28/05/2013;61,75;29,79
29/05/2013;61,95;29,36
31/05/2013;63,18;29,43
03/06/2013;63,99;30,07
04/06/2013;64,27;30,08
05/06/2013;64,94;30,46
06/06/2013;64,32;30,31
07/06/2013;64,7;30,29
10/06/2013;64,15;29,87
11/06/2013;64,84;30,34
12/06/2013;65,25;30,32
13/06/2013;64,64;30,18
14/06/2013;64,5;30,09
17/06/2013;64,59;29,74
18/06/2013;65,47;30,07
19/06/2013;65,41;29,67
20/06/2013;66,79;29,57
21/06/2013;67;29,86
24/06/2013;66,54;29,88
25/06/2013;66,67;30,17
26/06/2013;66;30,14
27/06/2013;65,68;29,92
28/06/2013;65,96;29,57
01/07/2013;66,03;29,61
02/07/2013;65,93;29,31
03/07/2013;66,73;29,41
04/07/2013;66,51;29,43
05/07/2013;66,18;29,26
08/07/2013;65,84;29,16
09/07/2013;66,32;29,29
10/07/2013;66,5;29,3
11/07/2013;66,46;29,43
12/07/2013;65,94;29,08
15/07/2013;65,26;29,29
16/07/2013;66,16;29,31
17/07/2013;66,13;29,64
18/07/2013;65,62;29,45
19/07/2013;66,31;29,61
22/07/2013;66,89;29,92
23/07/2013;66,45;29,88
24/07/2013;65,19;28,97
25/07/2013;62,3;27,76
26/07/2013;61,59;27,31
29/07/2013;61,81;27,24
30/07/2013;62,2;27,27
31/07/2013;62,68;27,52
01/08/2013;62;26,92
02/08/2013;62,27;27,32
05/08/2013;60,89;26,47
06/08/2013;60,79;26,44
07/08/2013;61,32;26,55
08/08/2013;61,79;27,05
09/08/2013;61,52;27,08
12/08/2013;61,92;27,07
13/08/2013;63,34;27,43
14/08/2013;63,75;27,44
15/08/2013;65,42;27,92
16/08/2013;66,67;27,87
19/08/2013;68,47;28,36
20/08/2013;68,46;28,6
21/08/2013;69,58;28,56
22/08/2013;69,89;28,67
23/08/2013;69,74;29,6
26/08/2013;71,84;30,08
27/08/2013;72,26;30,48
28/08/2013;71,55;30,52
29/08/2013;71,92;30,24
30/08/2013;71,38;29,95
02/09/2013;71,27;30,01
03/09/2013;73,03;30,94
04/09/2013;71,43;30,32
05/09/2013;71,03;30,58
06/09/2013;70,75;30,67
09/09/2013;70,95;31,16
10/09/2013;70,26;30,74
11/09/2013;70,81;31,15
12/09/2013;71,8;31,59
13/09/2013;73,41;32,18
16/09/2013;71,33;31,33
17/09/2013;70,75;31,32
18/09/2013;70,57;32,19
19/09/2013;70,08;31,83
20/09/2013;69,03;31,11
23/09/2013;68,95;31,34
24/09/2013;69,54;31,65
25/09/2013;69,7;31,3
26/09/2013;70,71;31,48
27/09/2013;70,88;31,38
30/09/2013;70,64;31,88
01/10/2013;69,16;31,11
02/10/2013;69,77;31,74
03/10/2013;70,28;31,93
04/10/2013;71,62;32,39
07/10/2013;72,4;32,8
08/10/2013;72,79;33
09/10/2013;73,38;33,26
10/10/2013;73,03;33,51
11/10/2013;73,29;33,65
14/10/2013;73,39;33,74
15/10/2013;72,83;33,35
16/10/2013;72,69;33,41
17/10/2013;72,99;33,76
18/10/2013;72,28;33,25
21/10/2013;72,14;33,12
22/10/2013;72,48;33,34
23/10/2013;72,96;33,33
24/10/2013;73,65;33,42
25/10/2013;73,47;33,57
28/10/2013;73,1;33,5
29/10/2013;72,45;33,22
30/10/2013;72,36;32,93
31/10/2013;73,29;32,85
01/11/2013;73,06;32,41
04/11/2013;73,04;32,52
05/11/2013;72,68;31,71
06/11/2013;72,92;31,95
07/11/2013;73,51;31,88
08/11/2013;73,81;31,88
11/11/2013;74,01;31,7
12/11/2013;74,48;31,91
13/11/2013;75,19;32,21
14/11/2013;74,96;32,31
18/11/2013;73,32;32,33
19/11/2013;73,28;32,2
20/11/2013;73,03;32,06
21/11/2013;73,36;31,8
22/11/2013;73,82;32,3
25/11/2013;74,99;32,83
26/11/2013;75,05;32,69
27/11/2013;75,53;32,58
28/11/2013;75,38;32,51
29/11/2013;75,63;32,38
02/12/2013;75,89;32,18
03/12/2013;75,43;31,73
04/12/2013;76,27;31,93
05/12/2013;76,09;32,2
06/12/2013;75,44;32,35
09/12/2013;74,97;32,31
10/12/2013;74,59;32,32
11/12/2013;74,32;31,73
12/12/2013;74,17;31,66
13/12/2013;73,28;31,38
16/12/2013;73,56;31,58
17/12/2013;73,04;31,47
18/12/2013;73,42;31,33
19/12/2013;72,96;31,04
20/12/2013;72,83;30,59
23/12/2013;72,87;30,86
26/12/2013;72,72;30,81
27/12/2013;72,59;30,99
30/12/2013;72,42;30,74
02/01/2014;72,18;30,19
03/01/2014;71,42;30,06
06/01/2014;71,38;30,03
07/01/2014;70,31;29,6
08/01/2014;70,14;29,35
09/01/2014;68,97;28,78
10/01/2014;68,64;29,02
13/01/2014;67,59;28,7
14/01/2014;67,78;28,77
15/01/2014;67,6;28,69
16/01/2014;67,77;28,68
17/01/2014;67,46;28,72
20/01/2014;67,58;28,89
21/01/2014;66,55;28,17
22/01/2014;65,07;27,47
23/01/2014;65,04;27,1
24/01/2014;65,02;27,13
27/01/2014;65,1;26,88
28/01/2014;64,81;26,7
29/01/2014;64,31;26,4
30/01/2014;64,5;26,7
31/01/2014;64,15;26,53
03/02/2014;63,93;26,26
04/02/2014;64,08;26,57
05/02/2014;64,33;26,81
06/02/2014;64,35;27
07/02/2014;64,51;27,12
10/02/2014;64,99;27
11/02/2014;65,52;27,27
12/02/2014;65,71;27,12
13/02/2014;66,49;27,63
14/02/2014;67,76;28,42
17/02/2014;67,47;28,27
18/02/2014;68,16;28,48
19/02/2014;68,39;28,59
20/02/2014;68,45;28,83
21/02/2014;68,34;29,01
24/02/2014;68,53;29,24
25/02/2014;68,41;29,25
26/02/2014;69,11;29,36
27/02/2014;69,73;30,03
28/02/2014;69,19;29,54
05/03/2014;69,77;30,1
06/03/2014;69,49;29,98
07/03/2014;70,87;30,17
10/03/2014;70,65;30,04
11/03/2014;69,89;29,58
12/03/2014;68,92;29,2
13/03/2014;68,95;29,15
14/03/2014;68,74;29,24
17/03/2014;68,5;29,16
18/03/2014;69,05;29,5
19/03/2014;69,18;29,41
20/03/2014;69,91;30
21/03/2014;68,64;29,54
24/03/2014;68,14;29,36
25/03/2014;67,52;29,27
26/03/2014;67,58;29,26
27/03/2014;67,18;29,64
28/03/2014;66,57;29,43
31/03/2014;67,24;29,66
01/04/2014;68,34;30,16
02/04/2014;68,36;30,09
03/04/2014;68,66;30,07
04/04/2014;67,81;30,22
07/04/2014;67,52;30,46
08/04/2014;66,46;30,14
09/04/2014;67,34;30,63
10/04/2014;66,8;30,35
11/04/2014;66,39;29,91
14/04/2014;66,32;29,91
15/04/2014;68,16;30,47
16/04/2014;69,27;30,91
17/04/2014;68,84;30,73
22/04/2014;68,15;30,4
23/04/2014;67,47;30,35
24/04/2014;66,83;30,14
25/04/2014;67,81;30,24
28/04/2014;68,9;30,94
29/04/2014;69,29;31,03
30/04/2014;69,11;30,94
02/05/2014;67,07;30,2
05/05/2014;66,92;29,78
06/05/2014;66,39;29,81
07/05/2014;66,56;29,98
08/05/2014;67,29;30,43
09/05/2014;67,53;30,46
12/05/2014;67,42;30,38
13/05/2014;67,3;30,39
14/05/2014;67,43;30,55
15/05/2014;67,62;30,43
16/05/2014;67,28;30,4
19/05/2014;67,41;30,53
20/05/2014;68,38;30,83
21/05/2014;68,27;30,91
22/05/2014;69,2;31,23
23/05/2014;68,8;30,93
26/05/2014;68,93;31
27/05/2014;68,58;30,6
28/05/2014;68,69;30,76
29/05/2014;68,51;30,8
30/05/2014;68,48;30,57
02/06/2014;69,05;30,38
03/06/2014;68,95;30,26
04/06/2014;69,3;30,34
05/06/2014;69,02;30,48
06/06/2014;68,31;30,39
09/06/2014;67,38;30,23
10/06/2014;67,69;30,39
11/06/2014;67,59;30,23
12/06/2014;67,52;30,24
13/06/2014;66,84;29,97
16/06/2014;66,82;29,88
17/06/2014;66,54;29,5
18/06/2014;66,65;29,89
20/06/2014;66,97;30,02
23/06/2014;67,06;30,23
24/06/2014;66,84;30,03
25/06/2014;67,02;30,38
26/06/2014;67,38;30,66
27/06/2014;67,52;30,72
30/06/2014;66,33;29,99
01/07/2014;65,23;29,58
02/07/2014;66,35;29,83
03/07/2014;65,82;29,73
04/07/2014;66,29;29,93
07/07/2014;64,9;29,17
08/07/2014;64,84;29,29
09/07/2014;64,74;29,2
10/07/2014;64,63;29,1
11/07/2014;63,66;28,65
14/07/2014;62,73;28,35
15/07/2014;61,82;27,82
16/07/2014;62,13;27,96
17/07/2014;62,76;27,89
18/07/2014;62,02;27,81
21/07/2014;61,94;27,87
22/07/2014;61,83;27,97
23/07/2014;62,21;28,02
24/07/2014;63,19;28,46
25/07/2014;63,02;28,29
28/07/2014;63,74;28,67
29/07/2014;63,95;28,68
30/07/2014;63,79;28,38
31/07/2014;63,89;28,14
01/08/2014;63,93;28,27
04/08/2014;63,41;28,07
05/08/2014;62,98;27,56
06/08/2014;63,61;27,98
07/08/2014;63,49;27,64
08/08/2014;63,92;27,97
11/08/2014;64,14;28,21
12/08/2014;63,37;27,81
13/08/2014;63,18;27,69
14/08/2014;63,21;27,83
15/08/2014;63,59;28,09
18/08/2014;63,56;28,15
19/08/2014;63,2;28,08
20/08/2014;63,77;28,21
21/08/2014;63,73;28,12
22/08/2014;64,25;28,18
25/08/2014;63,89;27,95
26/08/2014;63,21;27,89
27/08/2014;62,95;27,94
28/08/2014;62,76;27,98
29/08/2014;62,33;27,8
01/09/2014;62,02;27,66
02/09/2014;61,71;27,5
03/09/2014;60,81;27,21
04/09/2014;58,96;26,27
05/09/2014;59,35;26,46
08/09/2014;59,1;26,08
09/09/2014;58,69;25,65
10/09/2014;58,69;25,63
11/09/2014;57,69;25,17
12/09/2014;57,9;24,77
15/09/2014;57,9;24,72
16/09/2014;58,33;25,04
17/09/2014;58,2;24,71
18/09/2014;58,33;24,66
19/09/2014;58,78;24,72
22/09/2014;58,28;24,34
23/09/2014;58,35;24,23
24/09/2014;58,7;24,61
25/09/2014;58,59;24,11
26/09/2014;58,51;24,24
29/09/2014;58,48;23,86
30/09/2014;59,24;24,18
01/10/2014;58,7;23,63
02/10/2014;58,75;23,62
03/10/2014;58,59;23,69
06/10/2014;58,27;23,99
07/10/2014;58,27;24,22
08/10/2014;58,21;24,45
09/10/2014;57,92;24,25
10/10/2014;58,13;24,04
13/10/2014;57,85;24,22
14/10/2014;58,72;24,45
15/10/2014;59,21;24,29
16/10/2014;59,37;24,04
17/10/2014;59,09;24,26
20/10/2014;59,04;23,98
21/10/2014;59,52;24,06
22/10/2014;60,29;24,23
23/10/2014;60,67;24,18
24/10/2014;60,98;24,76
27/10/2014;61,23;24,24
28/10/2014;62,15;25,14
29/10/2014;62,02;25,16
30/10/2014;61,92;25,66
31/10/2014;61,45;24,86
03/11/2014;62,47;24,96
04/11/2014;62,54;24,93
05/11/2014;62,46;24,86
06/11/2014;62,69;24,58
07/11/2014;63,46;24,73
10/11/2014;63,45;24,83
11/11/2014;63,45;24,75
12/11/2014;63,91;24,96
13/11/2014;64,81;24,96
14/11/2014;64,54;24,88
17/11/2014;63,82;24,53
18/11/2014;63,17;24,4
19/11/2014;62,32;24,15
20/11/2014;61,65;23,97
21/11/2014;62,37;24,81
24/11/2014;62,31;24,43
25/11/2014;62,39;24,58
26/11/2014;62,73;25,04
27/11/2014;62,47;24,8
28/11/2014;63,14;24,6
01/12/2014;62,06;24,31
02/12/2014;62,65;24,34
03/12/2014;62,03;24,28
04/12/2014;61,83;23,91
05/12/2014;62,07;23,91
08/12/2014;62,14;23,8
09/12/2014;62,4;24,05
10/12/2014;62,8;24,04
11/12/2014;62,87;23,72
12/12/2014;62,99;23,69
15/12/2014;62,68;23,33
16/12/2014;63,1;23,02
17/12/2014;62,64;23,18
18/12/2014;62,56;23,57
19/12/2014;62,21;23,42
22/12/2014;62,29;23,4
23/12/2014;62,45;23,07
26/12/2014;62,31;23,28
29/12/2014;62,3;23,04
30/12/2014;62,04;23,37
02/01/2015;61,8;22,96
05/01/2015;62,3;22,94
06/01/2015;62,29;23,09
07/01/2015;62,02;22,91
08/01/2015;62,1;23,28
09/01/2015;61,56;23,33
12/01/2015;60,89;22,82
13/01/2015;60,83;23,1
14/01/2015;59,47;22,7
15/01/2015;59,1;22,44
16/01/2015;58,46;22,3
19/01/2015;58,75;22,17
20/01/2015;58,21;22,25
21/01/2015;57,74;22,16
22/01/2015;57,49;22,32
23/01/2015;56,92;22,04
26/01/2015;57,05;22,05
27/01/2015;57,04;22,19
28/01/2015;56,74;22,04
29/01/2015;56,78;21,77
30/01/2015;57,58;21,45
02/02/2015;58,17;21,44
03/02/2015;58,54;21,73
04/02/2015;58,52;21,3
05/02/2015;58,83;21,46
06/02/2015;59,14;21,33
09/02/2015;59,62;21,45
10/02/2015;60,18;21,26
11/02/2015;60,12;20,95
12/02/2015;59,89;21,15
13/02/2015;60,02;21,17
18/02/2015;60,43;21,25
19/02/2015;61,42;21,44
20/02/2015;61,57;21,44
23/02/2015;61,16;21,28
24/02/2015;61,24;21,61
25/02/2015;61,62;21,48
26/02/2015;61,38;21,33
27/02/2015;61,71;21,61
02/03/2015;61,84;21,37
03/03/2015;61,64;21,12
04/03/2015;62,42;20,95
05/03/2015;62;20,6
06/03/2015;62,45;20,47
09/03/2015;63,31;20,27
10/03/2015;64,07;20,61
11/03/2015;64,09;20,51
12/03/2015;64,46;20,44
13/03/2015;65,47;20,08
16/03/2015;64,89;19,99
17/03/2015;64,89;19,99
18/03/2015;64,91;20,19
19/03/2015;65,3;19,82
20/03/2015;65,69;20,29
23/03/2015;65,3;20,72
24/03/2015;64,99;20,8
25/03/2015;65,42;20,46
26/03/2015;65,39;20,51
27/03/2015;65,61;20,27
30/03/2015;65,96;20,49
31/03/2015;65,69;20,53
01/04/2015;65,4;20,61
02/04/2015;65,25;20,87
06/04/2015;64,34;20,59
07/04/2015;64,13;20,53
08/04/2015;63,88;20,91
09/04/2015;63;20,54
10/04/2015;62,88;20,37
13/04/2015;63,02;20,2
14/04/2015;63,17;20,63
15/04/2015;63,36;20,84
16/04/2015;62,97;20,92
17/04/2015;62,87;20,65
20/04/2015;63,2;20,9
22/04/2015;62,79;20,85
23/04/2015;62,82;21,09
24/04/2015;62,27;21,06
27/04/2015;60,94;20,88
28/04/2015;60,51;20,58
29/04/2015;61,23;20,73
30/04/2015;61,75;20,52
04/05/2015;62,92;20,38
05/05/2015;63,7;20,73
06/05/2015;63,56;20,88
07/05/2015;63,28;20,93
08/05/2015;62,29;20,89
11/05/2015;62,8;20,6
12/05/2015;62,83;20,78
13/05/2015;61,63;20,28
14/05/2015;61,17;20,42
15/05/2015;60,92;20,33
18/05/2015;61,57;20,39
19/05/2015;61,62;20,28
20/05/2015;61,02;20,3
21/05/2015;60,9;20,03
22/05/2015;61,22;19,82
25/05/2015;61,26;19,77
26/05/2015;61,66;19,56
27/05/2015;62,29;19,81
28/05/2015;62,32;19,72
29/05/2015;62,96;19,77
01/06/2015;62,46;19,67
02/06/2015;62,56;19,96
03/06/2015;62,4;19,92
05/06/2015;63,42;20,13
08/06/2015;62,27;20,01
09/06/2015;62,38;20,14
10/06/2015;62,28;19,99
11/06/2015;62,52;20,14
12/06/2015;61,91;19,87
15/06/2015;61,55;19,67
16/06/2015;62,21;20,12
17/06/2015;62,8;20,52
18/06/2015;62,66;20,51
19/06/2015;62,87;20,27
22/06/2015;63,35;20,56
23/06/2015;63,51;20,6
24/06/2015;63,5;20,52
25/06/2015;64,65;20,72
26/06/2015;64,37;20,58
29/06/2015;64,19;20,61
30/06/2015;64,48;20,74
01/07/2015;65,54;20,85
02/07/2015;65,86;21,26
03/07/2015;65,44;20,87
06/07/2015;66,1;20,99
07/07/2015;65,88;20,7
08/07/2015;66,62;20,64
09/07/2015;67,98;21,1
10/07/2015;67,6;21,35
13/07/2015;67,4;21,51
14/07/2015;67,26;21,43
15/07/2015;67,37;21,5
16/07/2015;67,57;21,43
17/07/2015;68,02;21,31
20/07/2015;68,01;21,26
21/07/2015;67,96;21,45
22/07/2015;68,51;21,23
23/07/2015;69,59;21,14
24/07/2015;69,86;20,86
27/07/2015;69,03;20,54
28/07/2015;69,14;20,52
29/07/2015;69,26;20,8
30/07/2015;70,13;20,75
31/07/2015;70,08;20,51
03/08/2015;70,82;20,52
04/08/2015;71,63;20,7
05/08/2015;72,35;20,74
06/08/2015;73,09;20,67
07/08/2015;73,18;20,85
10/08/2015;73,44;21,29
11/08/2015;74,07;21,16
12/08/2015;72,51;20,88
13/08/2015;72,4;20,64
14/08/2015;71,77;20,59
17/08/2015;71,01;20,38
18/08/2015;70,74;20,4
19/08/2015;70,96;20,38
20/08/2015;71,09;20,59
21/08/2015;71,32;20,42
24/08/2015;71,65;20,13
25/08/2015;72,31;20,13
26/08/2015;73,37;20,36
27/08/2015;72,38;20,32
28/08/2015;72,62;20,27
31/08/2015;73,06;20,11
01/09/2015;73;19,78
02/09/2015;73,56;19,6
03/09/2015;74,15;19,75
04/09/2015;74,66;19,39
08/09/2015;75,07;19,66
09/09/2015;74,52;19,62
10/09/2015;75,7;19,6
11/09/2015;75,54;19,47
14/09/2015;76,99;20,16
15/09/2015;76,53;19,85
16/09/2015;76,65;20
17/09/2015;76,8;19,89
18/09/2015;76,94;19,48
21/09/2015;77;19,36
22/09/2015;78,4;19,36
23/09/2015;79,01;19,11
24/09/2015;79,57;19,67
25/09/2015;78,24;19,71
28/09/2015;78,03;19,13
29/09/2015;79,86;19,65
30/09/2015;78,86;19,84
01/10/2015;78,87;19,77
02/10/2015;78,23;19,84
05/10/2015;77,86;19,95
06/10/2015;77,67;20,21
07/10/2015;76,65;19,77
08/10/2015;76,59;20,1
09/10/2015;76;20,26
13/10/2015;77,8;20,09
14/10/2015;78,53;20,56
15/10/2015;78,44;20,64
16/10/2015;78,31;20,39
19/10/2015;78,51;20,19
20/10/2015;78,57;20,12
21/10/2015;79,45;20,14
22/10/2015;79,53;20,26
23/10/2015;78,96;20,33
26/10/2015;78,25;20
27/10/2015;78,39;20,11
28/10/2015;78,26;19,95
29/10/2015;78,24;20,28
30/10/2015;77,88;20,16
03/11/2015;76,89;20,43
04/11/2015;76,12;20,03
05/11/2015;76,28;20,19
06/11/2015;75,61;20
09/11/2015;75,79;19,94
10/11/2015;76,15;20,08
11/11/2015;75,12;19,92
12/11/2015;75,71;20,12
13/11/2015;75,42;19,69
16/11/2015;76,08;19,95
17/11/2015;76,19;19,93
18/11/2015;76,19;20,17
19/11/2015;74,72;19,97
20/11/2015;74,38;20,12
23/11/2015;73,93;19,81
24/11/2015;74,29;20,1
25/11/2015;75,16;20,04
26/11/2015;74,91;19,98
27/11/2015;75,48;19,83
30/11/2015;76,65;19,73
01/12/2015;77,03;19,94
02/12/2015;77,4;20,13
03/12/2015;76,94;20,52
04/12/2015;76,66;20,54
07/12/2015;76,64;20,35
08/12/2015;75,91;19,92
09/12/2015;75,84;20,26
10/12/2015;75,86;19,93
11/12/2015;76,35;19,75
14/12/2015;76,49;19,67
15/12/2015;76,73;19,77
16/12/2015;76,99;19,63
17/12/2015;76,32;19,61
18/12/2015;77,19;19,56
21/12/2015;78,1;19,46
22/12/2015;78,61;19,69
23/12/2015;78,21;19,79
28/12/2015;77,59;20,06
29/12/2015;78,55;20,24
30/12/2015;78,07;19,72
04/01/2016;78,14;19,3
05/01/2016;79;19,79
06/01/2016;78,55;19,55
07/01/2016;78,82;19,49
08/01/2016;78,96;19,57
11/01/2016;79,85;19,72
12/01/2016;80,41;19,9
13/01/2016;80,68;20,16
14/01/2016;80,76;20,22
15/01/2016;79,79;19,7
18/01/2016;79,55;19,74
19/01/2016;78,26;19,33
20/01/2016;77,87;18,92
21/01/2016;77,98;18,78
22/01/2016;77,81;18,95
25/01/2016;77,28;18,82
26/01/2016;76,92;18,92
27/01/2016;76,24;18,67
28/01/2016;76,78;18,86
29/01/2016;75,64;18,79
01/02/2016;75,26;18,96
02/02/2016;75,29;18,91
